cluster_id,observed_mention,candidate_id,mention_count,first_document_date,decision,accepted_canonical_id,accepted_proposal_rank,accepted_authority_variant,proposal_1_canonical_id,proposal_1_canonical_name,proposal_1_matched_variant,proposal_1_score,proposal_1_rationale,proposal_2_canonical_id,proposal_2_canonical_name,proposal_2_matched_variant,proposal_2_score,proposal_2_rationale,proposal_3_canonical_id,proposal_3_canonical_name,proposal_3_matched_variant,proposal_3_score,proposal_3_rationale,reviewer,evidence_note,source_context
VC00027,John Ferrar,PC00220,3,"MAY 2, 1621",needs_review,,,,person_john_ferrar,John Ferrar,John Ferrar,1.000,surname plus given-name comparison,person_nicholas_ferrar,Nicholas Ferrar,Nicholas Ferrar,0.781,surname plus given-name comparison,,,,,,,,"MAY 2, 1621: de for himself in taking his Oath, leaning in regard of his daily attendance and employment in Parliament business, which was also granted. My Lord further signified that it was his suit vnto the Company that they should make Mr. John Ferrar, of whose fidelity and sufficiency they had already so... || November 12, 1624: e November 12, 1624. COLLECTIONS IN ENGLAND FERRAR PAPERS The most unique collection in England for the study of the Virginia Company is that in the possession of Magdalen College, Cambridge. As the property of Nicholas and John Ferrar, who were second only to Sir Edwin Sandys in their activity in the company, it would be invaluable; but its importance is further enhanced by the fact that it contains the correspondence and papers of Sir Edwin Sandys himself. Th"
VC00028,Lady Dale,PC00224,3,"JUNE 11, 1621",needs_review,,,,person_thomas_dale,Sir Thomas Dale,Thomas Dale,1.000,surname-only comparison,,,,,,,,,,,,,"JUNE 11, 1621: fit a Pinace should be provided to be ready against September next for carrying the Silkworme seed for which my Lord had writ into Italy, France, and Spayne, which is promised to be here by that time. He further signified that my Lady Dale, late the wife of Sir Thomas Dale deceased, that worthy Knight and great advancer of the Virginia Action, desired a Patent for a particular Plantation which was granted and that direction should be given to the Governor to allot || JUNE 13, 1621: y back from Virginia to give satisfaction here if need did require, it was thought fit that Mr. Hide, and Mr. Earle did consider of this point and examine the authority of the Company touching the same. The Patent granted to my Lady Dale for a particular Plantation in Virginia being drawn in the usual forme and now presented to be read was referred to a Committee to peruse the same; which being approved by them, order was given to Mr. Deputy to affixe the Seal th"
VC00029,Robert Smith,PC00237,3,"MAY 2, 1621",needs_review,,,,person_john_smith,Captain John Smith,Captain John Smith,0.792,surname plus given-name comparison,person_john_smith_of_nibley,John Smith of Nibley,John Smith,0.792,surname plus given-name comparison,,,,,,,,"MAY 2, 1621: amuell Sandys, Sr. Nicholas Tufton, Sr. Iohn Dauers, Sr. Walter Earle, Sr. Richard Worsley, Sr. Henry Rainsford, Sr. Francis Wyate, Mr. Deputy Ferrar, Mr. George Sandys, Captain Tucker, Mr. Toby Palavicine, Captain Wm. Newce, Mr. Robert Smith, Mr. Thomas Gibbs, Captain Bargraue, Mr. Challon, Mr. John Zouch, Mr. Wm. Oxenbridge, Mr. Porter, Mr. Iohn Smith, Mr. Kempe, Mr. Moone, Doctor Winstone, Mr. Henry Rainsford, Mr. Jefferson, Doctor Anthony, Mr. Edw: Gibbs, Mr. Shep || OCTOBER 24, 1621: OCTOBER 24, 1621 At A Court HELD the 24th of October 1621. Mr. Deputy. Mr. Abra: Chamberlyne. Mr. Widdowes. Mr. Gibbs. Mr. Berblock. Mr. Baynam. Doctor Winstone. Mr. Blande. Mr. Bolton. Mr. Robert Smith. Mr. Bull. Mr. Meuerell. Mr. Iohn Smith. Mr. Bennett. Mr. Morewoode. Mr. Nich: Ferrar. Mr. Ayres. Mr. Lambe. Captaine Bargraue. Mr. Wiseman. Mr. Georg Smith. Mr. Tomlynis. Mr. Darnelly. Mr. Roberté. Mr. Stewarde. Mr. Caswell. Mr."
VC00030,Roger Smith,PC00238,3,"DECEMBER 13, 1620",needs_review,,,,person_john_smith,Captain John Smith,Captain John Smith,0.800,surname plus given-name comparison,person_john_smith_of_nibley,John Smith of Nibley,John Smith,0.800,surname plus given-name comparison,person_thomas_smythe,Sir Thomas Smythe,Sir Thomas Smythe,0.792,surname plus given-name comparison,,,"DECEMBER 13, 1620: e Shippe now bound for Virginia: whereupon the Court entreated Sir Edwin Sandys to take some paines therein as he had often formerly done in the like kind at whose request he was pleased to undertake the dispatch thereof. Captain Roger Smith being desirous to goe this present voyage to Virginia, moved that he might have the charge of some of those people that were now sent to be the Companies Tenants. And further that the Company would please to bestow upon him some || DECEMBER 4, 1621: ourable endeavour to aduance the same, hath therefore made choice of a select Committee to take it into their consideration, viz. Sir Iohn Dauers, Mr. Wheatly, Mr. Gibbs, Mr. Ayres, Mr. Wrote, Mr. Rogers, Mr. Nicholas Farrar, Mr. Roger Smith, Mr. Abraham Chamblen, Mr. Baynham, Mr. Mellinge, or any 5 of them who for the better expedition of the business in regard of Mr. Leeke's sodaine going into the Country are desired to meet this next Friday being the 6th of this p"
VC00031,Rolfe,PC00239,3,"APRIL 30, 1621",needs_review,,,,person_john_rolfe,John Rolfe,John Rolfe,1.000,surname-only comparison,,,,,,,,,,,,,"APRIL 30, 1621: nty pounds more than his former stipend in respect of his paines extraordinary. Sir John Dauers signified that it was the request of my Lady Lawarre unto this Court that in consideration of her goods remaining in the hands of Mr. Rolfe in Virginia she might receive satisfaction for the same out of his Tobacco now sent home. But for so much as it is supposed the said Tobacco is none of the said Rolfe's, but belonged to Mr. Peirce, it was thought fit that Mr. Hen || JUNE 11, 1621: next Court to determine thereof. Touching Mr. Franck's request that Lieutenant Pearce might be required to give satisfaction unto Mr. Franck for the charge of 4 men and the goods sent unto his sons upon the last supply which Mr. Rolfe took into his possession to Mr. Peirce's use, the Court ordered that for so much as it appeared there was some reckoning between Mr. Franck and Mr. Peirce not yet reconciled nor brought to a head, that directions should be given"
VC00032,Thomas Smith,PC00244,3,"October 30, 1605",needs_review,,,,person_thomas_smythe,Sir Thomas Smythe,Sir Thomas Smythe,1.000,surname plus given-name comparison,person_john_smith,Captain John Smith,Captain John Smith,0.792,surname plus given-name comparison,person_john_smith_of_nibley,John Smith of Nibley,John Smith,0.792,surname plus given-name comparison,,,"October 30, 1605: The Records of the Company under Sir Thomas Smith THE ORGANIZATION OF THE COMPANY AS IN 1606 In the year preceding the grant of a charter to the Virginia Company there had been movements along two lines for establishing plantations in Virginia, one by private investment and th || JUNE 13, 1621: JUNE 13, 1621 It was unequal to give way to his desire, until Sir Thomas Smith himself were made acquainted with his Petition and did assent unto this Court of examining Witnesses. Upon the humble petition of Joyce Lodge, the Court have ordered that she shall have one Share of Land of 50 Acres for the Adven"
VC00033,Iohn Smyth,PC00309,2,"APRIL 12, 1621",needs_review,,,,person_john_smith,Captain John Smith,Captain John Smith,0.938,surname plus given-name comparison,person_john_smith_of_nibley,John Smith of Nibley,John Smith,0.938,surname plus given-name comparison,person_thomas_smythe,Sir Thomas Smythe,Sir Thomas Smythe,0.792,surname plus given-name comparison,,,"APRIL 12, 1621: APRIL 12, 1621 Docto’: Wynston. Mr. Palavacin. Mr. Peirce. Mr. Cuff. Mr. Iohn Smyth. Mr. Smith. Mr. Barbor. Mr. Canninge. Mr. Moone. Mr. Leaver. Mr. Widdowes. Mr. Woodall. Mr. Keightly. Mr. Bull. Mr. Meuerell. Sir Edwyn Sandys being desired to make reporte what had been done concerning the new Patent, signifie || MAY 12, 1621: RDINARY COURT HELD FOR VIRGINIA THE 12 of May 1621 PRESENT: Sr. Iohn Dauers, Mr. Gibbs, Mr. Casewell, Sr. Henry Rainsford, Capt. William Newce, Mr. Edwards, Mr. Deputy Ferrar, Mr. George Sandys, Mr. Wheatly, Mr. Iohn Wroth, Mr. Iohn Smyth, Mr. Melling, Mr. Wrote, Capt. Tucker, Mr. Cuff, Mr. Combe. Whereas at the last Quarter Court held the second of this present month, order was given to certain Committees for drawing up of a Commission to be sealed. Commission"
VC00034,John Smyth,PC00316,2,"September 30, 1619",needs_review,,,,person_john_smith,Captain John Smith,Captain John Smith,1.000,surname plus given-name comparison,person_john_smith_of_nibley,John Smith of Nibley,John Smith,1.000,surname plus given-name comparison,person_thomas_smythe,Sir Thomas Smythe,Sir Thomas Smythe,0.792,surname plus given-name comparison,,,"September 30, 1619: rk Library is to be found a unique set of documents relating to the settlement of Berkeley Hundred in 1619, known as the Smyth of Nibley papers which “are from the collection of Virginia manuscripts originally brought together by John Smyth (or Smith) of Nibley, the historian of the Berkeleys, who was born in 1567 and died in 1641. The collection comprises over sixty papers, original and contemporary transcripts, relating to the settlement of Virginia between 1613 a"
VC00035,Thomas Smiths,PC00361,2,"FEBRUARY 27, 1622",needs_review,,,,person_thomas_smythe,Sir Thomas Smythe,Thomas Smith,0.875,surname plus given-name comparison,,,,,,,,,,,,,"FEBRUARY 27, 1622: FEBRUARY 27, 1622 Whereas it was moved that Henry Mansell hath by his Petition to my Lord Keeper declared that this Company were indebted vnto him in 60£ above these 6 yeares in Sr. Thomas Smiths time and yet it did no waye appeare, and that Mr. Caninge pretended that this Company were likewise indebted vnto him; but for somuch as the said Mr. Caninge had received diuers Somes of money out of the Virginia Cash, others by || MARCH 20, 1622: MARCH 20, 1622 Virginia Court booke might be brought to Sr. Thomas Smiths for the appointed Commissions to peruse those orders whereby Henry Mansell pretendeth he was imployed: he was advised by some of the Counsell then present when that letter came to him to acquaint the Court first therewith in resp"
VC00036,Captaine Argall,PC00438,1,"JULY 10, 1621",needs_review,,,,person_samuel_argall,Sir Samuel Argall,Samuel Argall,0.781,surname plus given-name comparison,,,,,,,,,,,,,"JULY 10, 1621: her late husband deceased came to the hands of Mr. Rolfe in the year 1611 and to require that according to his promise she may be satisfied. And also to cause the Cape Marchants and some others of the old Planters to examine how Captaine Argall disposed of and to whose use he employed the goods and provisions transported in the Neptune 1618 appearing to be of no lesse value than 1500£ whereby she is to demand satisfaction for the same. The Court thereupon ordered that"
VC00037,Captaine Tucker,PC00445,1,"JUNE 18, 1621",needs_review,,,,person_william_tucker,Captain William Tucker,William Tucker,0.781,surname plus given-name comparison,,,,,,,,,,,,,"JUNE 18, 1621: JUNE 18, 1621 487 Mr. Darnelly, Captaine Bargraue, Mr. Lewis, Captaine Goldingham, Mr. Newporte, Mr. Thomas Gibbs, Mr. Kelley, Mr. Russell, Mr. Brome- feilde, Mr. Porter, Captaine Tucker. Upon reading of the Actes of the former Quarter Courte held the second of May last, Sr. Edwin Sandys taking knowledge of 20 Shares of Land bestowed upon him by the Company did now declare his thankfull acceptation of the same,"
VC00038,Frances Wyat,PC00525,1,"JUNE 13, 1621",needs_review,,,,person_francis_wyatt,Sir Francis Wyatt,Francis Wyatt,0.814,surname plus given-name comparison,,,,,,,,,,,,,"JUNE 13, 1621: session, it should be assigned accordingly. Intelligence being given of two Ministers that offered themselves to go for Virginia, the Court referred them to be treated with and concluded by the Committees. And for so much as Sir Frances Wyat desired he might make choice of one that was willing to go with him, the Court assented thereunto. Mr. Deputy moved that the Court would give order for sealing the Contract made with Mr. Ewens, Master of the George, being drawn"
VC00039,Francis Wyat,PC00527,1,"FEBRUARY 22, 1620",needs_review,,,,person_francis_wyatt,Sir Francis Wyatt,Francis Wyatt,0.850,surname plus given-name comparison,,,,,,,,,,,,,"FEBRUARY 22, 1620: ad called into question and by his Majesties gracious permission intended vtterly to extinguish. [189] It was therefore ordered that a Committee should be appointed for drawing the said petition and for this purpose nominated Sir Francis Wyat, Mr. George Sandys, and Mr. Deputy Ferrar who are desired to take some paines therein and to make it in substance agreeable to that which Sir Edwyn Sandys had delivered vnto them. The Patent being read and put to the question to"
VC00040,Georg Sandys,PC00532,1,"JULY 10, 1621",needs_review,,,,person_george_sandys,George Sandys,George Sandys,1.000,surname plus given-name comparison,,,,,,,,,,,,,"JULY 10, 1621: THE 10th of July 1621 PRESENT. Sir Iohn Dauers. Mr. Alder: Johnson. Mr. Gibbs. Sir Anthony Palmer. Sir William Newce. Mr. Wrote. Sir Phillip Cary. Mr. Deputy Ferrar. Dr. Winstone. Mr. Thomas Spencer. Mr. Wroth. Dr. Anthony. Mr. Georg Sandys. Mr. Smith. Mr. Nicholas Ferrar. Mr. Risley. Mr. Holloway. Mr. Casewell. Mr. Lawrence. Mr. Cartwright. Mr. Barnarde. Mr. Couell. Mr. Abdy. Mr. Wiseman. Mr. Leuor. Mr. Tucker. Mr. Ayres. Mr. Newport. Mr. Palmer. Mr. Edwards. Mr. G"
VC00041,Georg Smith,PC00533,1,"OCTOBER 24, 1621",needs_review,,,,person_john_smith,Captain John Smith,Captain John Smith,0.800,surname plus given-name comparison,person_john_smith_of_nibley,John Smith of Nibley,John Smith,0.800,surname plus given-name comparison,person_thomas_smythe,Sir Thomas Smythe,Sir Thomas Smythe,0.792,surname plus given-name comparison,,,"OCTOBER 24, 1621: Mr. Berblock. Mr. Baynam. Doctor Winstone. Mr. Blande. Mr. Bolton. Mr. Robert Smith. Mr. Bull. Mr. Meuerell. Mr. Iohn Smith. Mr. Bennett. Mr. Morewoode. Mr. Nich: Ferrar. Mr. Ayres. Mr. Lambe. Captaine Bargraue. Mr. Wiseman. Mr. Georg Smith. Mr. Tomlynis. Mr. Darnelly. Mr. Roberté. Mr. Stewarde. Mr. Caswell. Mr. Webb. Mr. Rogers. Mr. Couell. Mr. Fogge. Mr. Edwards. Mr. Barbor. With Divers Others. The aunswere of the Virginia Company to the Right Honourable the Lord"
VC00042,George Yeardly,PC00539,1,"JANUARY 29, 1620",needs_review,,,,person_george_yeardley,Sir George Yeardley,George Yeardley,0.906,surname plus given-name comparison,,,,,,,,,,,,,"JANUARY 29, 1620: Yeardleys Commission of Gouernorship would ere long be expired, being to continue but till November next: It was therefore expedient now at this Quarter Court (in respect of the former shortnes of the time) either to confirme Sir George Yeardly againe in his said [181] office by a new election: or to proceed to the choice of some other fit person of qualitie to succeed him, who might be prepared to goe to Virginia by July next at the farthest. His Lordship did the rathe"
VC00043,Iohn Ferrar,PC00580,1,"MAY 2, 1621",needs_review,,,,person_john_ferrar,John Ferrar,John Ferrar,0.938,surname plus given-name comparison,person_nicholas_ferrar,Nicholas Ferrar,Nicholas Ferrar,0.812,surname plus given-name comparison,,,,,,,,"MAY 2, 1621: : which being done the Court thought fit, in respect of their worth, their sufficiency and experience, to continue six of them still for the yeare ensuing, viz. Sr. Edwyn Sandys, Mr. Iohn Wroth, Sr. Iohn Dauers, Mr. Keightly, Mr. Iohn Ferrar, Mr. Cranmer. And in respect Mr. Briggs was now gone to Oxford to abide, there was chosen in his place Mr. Gibbs: All which being put to the question were confirmed and took the same Oath. Proceeding to the election of the Commit"
VC00044,Iohn Martin,PC00582,1,"MAY 8, 1622",needs_review,,,,person_john_martin,Captain John Martin,John Martin,0.938,surname plus given-name comparison,,,,,,,,,,,,,"MAY 8, 1622: ed the said Robert Peasly for their Porter, intending to confirme ||the sd place untill|| him at the next Quarter Court; and for his better encouragement have all thought fitt to allowe him a marke a yeare for his Salary. [352] Iohn Martin the Persian making humble suite for the Companies favour to the Farmers of his Ma. Custome to free him from paying double Custome wch they required of him being a Stranger, notwithstanding he was made a freeman in Virginia by Sr."
VC00045,Iohn Rolfe,PC00583,1,"APRIL 30, 1621",needs_review,,,,person_john_rolfe,John Rolfe,John Rolfe,0.938,surname plus given-name comparison,,,,,,,,,,,,,"APRIL 30, 1621: bestow on him the passage and transportation of five men in reward of his good service: To which the Court gave consent and referred the Conclusion to this Quarter Court. Mr. Henry Rolfe's petition in the behalfe of his brother Iohn Rolfe in Virginia, is referred to the Auditors and Committees to be examined, who are desired to make report what they shall thinke fitt to be done therein. Mr. Thomas Harteastles petition is referred to Sir Francis Wyate who at his"
VC00046,John Martin,PC00603,1,"MARCH 13, 1622",needs_review,,,,person_john_martin,Captain John Martin,John Martin,1.000,surname plus given-name comparison,,,,,,,,,,,,,"MARCH 13, 1622: d read. || being this that followeth || Rieut HoNoRABLE Whereas at a great and Generall Quarter Court for Virginia held the xxxth of January last there was presented to the said Court a Certificate on the behalfe of Captaine John Martin in the name of the Counsell & Company for his Majestie here resident containing a Declaration of his worth and services and thereby reputing him to be worthy to enjoy the Patents and privileges therein granted vnto him subscribed"
VC00047,Martha Ferrar,PC00641,1,"November 12, 1624",needs_review,,,,person_john_ferrar,John Ferrar,John Ferrar,0.792,surname plus given-name comparison,person_nicholas_ferrar,Nicholas Ferrar,Nicholas Ferrar,0.781,surname plus given-name comparison,,,,,,,,"November 12, 1624: re the property of Dr. Peckard, master of Magdalen College in 1790, and were bequeathed to the college upon his death. It is probable that the greater part of the collection came from the Ferrar family through Dr. Peckard’s wife, Martha Ferrar, the great grand-daughter of John Ferrar, since the Virginia papers form but one-third of the group. The remaining papers concern family affairs only, and date from 1601 to the middle of the eighteenth century. Some of them are d"
VC00048,Michael Lloyd Ferrar,PC00651,1,"November 12, 1624",needs_review,,,,person_nicholas_ferrar,Nicholas Ferrar,Nicholas Ferrar,0.844,surname plus given-name comparison,person_john_ferrar,John Ferrar,John Ferrar,0.800,surname plus given-name comparison,,,,,,,,"November 12, 1624: btless those received from the Earl of Dorset by Dr. Peckard, when he was preparing his Memoirs of Nicholas Ferrar. The first knowledge of the Ferrar papers in later years was communicated to the Virginia Magazine of History by Michael Lloyd Ferrar, Little Gidding, Ealing, England. He sent a number of transcripts and photographs of letters to the magazine for publication, among which were some half dozen bearing on the affairs of the company, but the number which he was per"
VC00049,Samuell Argoll,PC00724,1,"JANUARY 30, 1622",needs_review,,,,person_samuel_argall,Sir Samuel Argall,Samuel Argall,0.839,surname plus given-name comparison,,,,,,,,,,,,,"JANUARY 30, 1622: ording to the true intent and meaning of this grant: In witness whereof we have hereunto subscribed our hands; ||names|| Pembrooke, Tho: Smith. Ro: Warwick. Fra: West. Leicester, Wm. St. John. Montgomery. Ro: Johnson. Sheffeilde. Samuell Argoll. Ro: Mansell. Wm. Caninge. - [821]"
VC00050,Smiths,PC00739,1,"JUNE 11, 1621",needs_review,,,,person_thomas_smythe,Sir Thomas Smythe,Thomas Smith,0.833,surname-only comparison,person_john_smith,Captain John Smith,Captain John Smith,0.833,surname-only comparison,person_john_smith_of_nibley,John Smith of Nibley,John Smith,0.833,surname-only comparison,,,"JUNE 11, 1621: rawe the Articles of agreement according hereunto with such necessary additions as he should thinke fitt, and after to apply the Companies Seale unto the same. Mr. Iohn Smith acquainted the Company that there was a Gentleman, Mr. Smiths motion, of good Account and sufficiency whom he could name who would undertake to procure and transport to Virginia at an easie rate (if so the Company please) a good number of young men and maids able to do them good service the"
VC00051,Smyth,PC00740,1,"JANUARY 29, 1620",needs_review,,,,person_thomas_smythe,Sir Thomas Smythe,Sir Thomas Smythe,1.000,surname-only comparison,person_john_smith,Captain John Smith,Captain John Smith,1.000,surname-only comparison,person_john_smith_of_nibley,John Smith of Nibley,John Smith,1.000,surname-only comparison,,,"JANUARY 29, 1620: ndish, Sir John Dauers, Lord Pagett, Sir Francis Wyate, Sir Edward Sackville, Sir Walter Karle, Mr. Deputy Ferrar, Mr. Zouch, Mr. Bearblock, Mr. Gibbe, Mr. Tucker, Mr. Casewell, Mr. Wroth, Mr. Tomlin, Mr. Mellinge, Mr. Earle, Mr. Smyth, Mr. Cuffe, Mr. George Sandys, Mr. Nicholas Ferrar, Mr. Combe, Mr. Doctor Anthony, Mr. Ditchfield, Mr. Baynham, Mr. Sheppard, Mr. Seaward, Mr. Wyddowes, Mr. Bromefield, Mr. Wheately, Mr. Sparrowe, Mr. Newport, Mr. Kightley, with"
VC00052,Wyatt,PC00824,1,"JULY 10, 1621",needs_review,,,,person_francis_wyatt,Sir Francis Wyatt,Francis Wyatt,1.000,surname-only comparison,,,,,,,,,,,,,"JULY 10, 1621: with about the same, who are to make reporte how it may be done without too great charge vnto the Company. It was signified that the Ladie Lawarr desired the Court would please to grant her a Commission directed to Sr. Fraunces Wyatt, Mr. sending his bill is referred to the Committee. My Lady Lawarra requests to grant her a Commission to George Sandys and others to examine and certifie as well what goods and money of her late husband deceased came to the hand"
