mention_id,mention,canonical_candidate,entity_type_suggestion,group_suggestion,source_file,char_offset,context,annotation_status,notes
IM00134,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,1350458,ertifie the truth therof vnto the Courte. Vppon the request of Captaine Warde for the returne of Luke Burden into England now deteyned in Virginia for takinge a way certaine goods from the Indians there The Courte was pleased to order that a letter should be write to S' George Yeardley Gouernor of Virginia to pmitt the said Luke Burden to come ouer if hee be onely deteyned for that f,seed_unreviewed,source language; never normalize to a single polity
IM00135,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,1397734,"nto them but rather prayed that the Company would be pleased to be att tke |/some]| charge to send them a few triflinge Comodities [169] As Beades and such like toyes wherby to truck w™ the Indians for Corne and other necessaries to encrease and maynteyne therby a Christian Comerce, and trade with the Sauages, w™ they exceedingly desire may be continued. Touchinge Gabriell Wishers fo",seed_unreviewed,source language; never normalize to a single polity
IM00136,Indian,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,1481828,inia there was a great quantitie of Woodland Marish and other grounds beinge in cireum- ference by estimaéon fower score Miles or thereabout¢ for w™ ground he did compound with Powhatan the Indian Kinge or cheife of that place and bounded the same out with markeable Trees and other Mark¢€ of perpetuall knowledge and remembrance with a solemne 1 The caption of this petition is the au,seed_unreviewed,source language; never normalize to a single polity
IM00137,Indian,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,1512420,"u beinge Gouernor restraine noe man but Passengers M’ Marriners bringe the greatest part of Tobacco and all the Sassafras for themselues, It is laid vnto yo"" charge that you appropriate the Indian Trade to yo’ selfe, yo"" vse our ffrigatt that came from the Sumer Iland¢ and the other with our men to trade for yo"" owne benifitt, yo"" proclaime in the Colony that no man shall trade with",seed_unreviewed,source language; never normalize to a single polity
IM00138,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,1512620,"de to yo’ selfe, yo"" vse our ffrigatt that came from the Sumer Iland¢ and the other with our men to trade for yo"" owne benifitt, yo"" proclaime in the Colony that no man shall trade with the Indians nor any buy any ffurrs but yo"" selfe: It is also iustified that you take the auncient Planters of the Colony w™ ought to be free and likewise those from the coffion garden to sett them vpon",seed_unreviewed,source language; never normalize to a single polity
IM00139,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,1518277,to deliver them hee hath dofi us soe greate displeasure at the returne of this ship as hee could not haue worked to haue dofi us a greater. Hee hath forbidden all trade and commerce w™ the Indians but trades amongs|t} them w” the Summer Island Frigott and our men to his owne benifitt. Hee takes the auncient Collony men which should now bee free and our men from the Common Garden to s,seed_unreviewed,source language; never normalize to a single polity
IM00140,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,1518630,ur men from the Common Garden to sett them aboute his owne imployment and w™ the Collonys stoare of Corne feeds his men hee proclaym€ y‘ noe man shall dare to buy any thing of Furr |\of the Indians] but himself as yf the Plantation and y° people there were ordayned onely to serue his turne. Theese and to many like Errours of his are layde to his chardge for w® the Adventurers heare wi,seed_unreviewed,source language; never normalize to a single polity
IM00141,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,1599947,moéon was made that forasmuch ||as|| m* Truloue and his Associate intend to proceed in their Plantaéon beinge no whitt discouraged with this late Massacre of the English by the treacherous Indians are nowe settinge forth a Barke called the Truloue of London of about 46: Tun to Virginia they therefore desired the hono”® fauo’ of this Court to graunt them a Comission for ||the|| said S,seed_unreviewed,source language; never normalize to a single polity
IM00142,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,1600350,"e w™ the Court agreed vnto. Vpon the humble request of W™ Sheffeild peti@oninge for leaue to ad - minister vpon the goode¢ (that are saued) of his Sonne Tho: Sheffeild lately slaine by the Indians w™ good¢ he desires to preserue for the vse of a Sonne of the said Thomas a Child about the age of twoe yeares saued aliue in that bloudie Massacre, forsomuch as it was sup- posed this woul",seed_unreviewed,source language; never normalize to a single polity
IM00143,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,1605235,"ECORDS OF THE VIRGINIA COMPANY S' Edw: Sackuill beinge entreated by the former Court to acquaint the Lorde of his Ma” Counsell with the Massacre of the English Col- lony in Virginia by the Indians there and with the present necessity of Armes and people to make a reparaéon, did nowe report that with the first oppertunity he had accordingly informed their tps, and after some questions",seed_unreviewed,source language; never normalize to a single polity
IM00144,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,1606245,"o promise them assistance, and therevpon defiaunded what the Companies desire. It was answeared Muniéon and people whereby they might be enhabled to take a iust revenge of those treacherous Indians, and to recouer what they had nowe lost as also to secure themselues against the like or any other forraigne Enimy that should offer to assault them wherevpon it pleased his Ma‘* to promise",seed_unreviewed,source language; never normalize to a single polity
IM00145,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,1613679,"moued herevnto, and further it was agreed and thought fitt, that the Bowes and Arrowes w™ his Ma‘ had giuen to the Virginia Companie (in respect the vse and seatteringe of them amongst the Indians might proue a thinge dangerous to our owne people, and withall make them acquainted with the manner of fash- oninge the Arrowe head¢) that therefore they should be deposited and kept safe i",seed_unreviewed,source language; never normalize to a single polity
IM00146,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,1646186,"discharged accordinge to their request vpon the said Bill. Capt: Hamers Letter was read, relatinge some accident¢€ that had happned in the Colony since the Massacre, the killinge of certen Indians, burninge of their Townes, the ioyninge with the Kinge of Patomecke against Opachankano Cap: Maddison sent vnto him with 30: English, the insolent Answ* of Opachankano to the Gouerno™ messa",seed_unreviewed,source language; never normalize to a single polity
IM00147,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2207001,"rth) not onely tooke life and beinge butt peeeded in a moste hopefull and comfortable Course for many years togeather w vnity and love amongst ourselvs, & quyett enterteynm‘ of those Sauadg Indians by w endeavours sundry of those Infidells and some of emynent sort were converted to Christian Religion, Staple Comodities began to be raysed and imported into this kingdome, as Iron, Sturg",seed_unreviewed,source language; never normalize to a single polity
IM00148,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2213890,"here every man madded yppon that and little thought or looked for any thinge ellse. I found y°® Antient Plantatons of Henrico and Charles Citty wholly quitted and lefte to y° spoyle of the Indians who not onely burned the houses said to be [combined_page=1024] 376 RECORDS OF THE VIRGINIA COMPANY once y° best of all others, butt fell vppon the Poultry, Hoggs, Cowes, Goats and Horse",seed_unreviewed,source language; never normalize to a single polity
IM00149,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2227054,"ise to make a generall gatheringe for the buildinge of such a Convenient house w™ by this time had been in good forwardnes had itt not pleased God to suffer this Disaster to fall out by the Indians. But although there be no publique Guesthouse yett are new Commers entertayned and lodged & pvided for by y® Gouerno"" in pryvate houses; And for any dyinge in the feilds (through this defec",seed_unreviewed,source language; never normalize to a single polity
IM00150,Indian,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2228650,"od for our murringe §murmuringe§ att plentie Wheat hath this yeare been sould and still is in many places at three times the rate itt hath borne win two or three years last past: And againe Indian Corne hath heretofore comonly been sould after the rate of five shillings the bushell, And farther meale bore so high a price this year as itt cost redy mony in Eng- land together w™ the fr",seed_unreviewed,source language; never normalize to a single polity
IM00151,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2233468,"mer Coffiodities of Wine and Silke, & likewise divers other good Comodities. [277] 8 I found y*® Antient Plantations of Henrico, & Charles Citty wholly quitted and lefte to y° spoile of y® Indians who not onely burned y® houses saide to be once y° best of all others, but fell Vppon y° Poultry, Hoggs, Cowes, Goates, and Horses wherof they killed great numbers to y° greate greife as we",seed_unreviewed,source language; never normalize to a single polity
IM00152,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2256666,"then Gouernor to prey on the West Indies as shall be elswere showne. The second Information by the Petitoners is, That vnder y°® form9 Gou9m* ther was a quyett entertaynment of the Savadge Indians by w™ sundry of those Infidles and some of emynent note wer couerted to Christian Religion wheras of late there hath been a Massacre and Hostillytie between the Natives and our Colony of Vi",seed_unreviewed,source language; never normalize to a single polity
IM00153,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2409330,ia Corne such newe men as they shall send the next yeare in case they can against that time pro- uide themselues of so good store and that it be of their owne growth and not by trade w™ the Indians whereof they are to certifie the Companie here by the first Shippinge accordingly. At A CoURT HELD FOR VIRGINIA ON WEDENSDAY IN THE AFTERNOONE THE 15 oF Oct: i623 PRESENT S' Sam: Argall.,seed_unreviewed,source language; never normalize to a single polity
IM00154,Indian,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2439729,"6] Ea of Southampton and the rest of the Lord¢ of the Counsell for Virginia: And began thus That by a succesfull Stratagem they had not only regained their people but cutt of diuers of the Indian Kinges and great Comaunders: Amongst whome they are confident that Opachankano was one it beinge impossible for him to escape, beinge the designe was chiefely on his person and that exposed",seed_unreviewed,source language; never normalize to a single polity
IM00155,Indian,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2547877,"izt) William Dansey, — Miller, and Iames Bradford, The Court ordered that hee should haue the proporéon of 200 Acres allowed him for their psonall shares. There was brought to the Court an Indian Boy by one William Perry lately come ouer from Virginia, for whome a moéon was made for some Contribuéon toward¢ his mayntenance, wherby to bring him vp in Christianitie and some good cours",seed_unreviewed,source language; never normalize to a single polity
IM00156,Indian,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2558675,"affed to promise his pformance of their desires, and the like did the other of their parte. The Court beinge moved that some course might be taken for the Educaéon and bringinge vpp of the Indian boy that was lately brought ouer from Virginia by one William Perry, did thervppon entreate m’ Copeland a Mynister to take him into his care and charge: And did promise hee should haue allo",seed_unreviewed,source language; never normalize to a single polity
IM00157,Indian,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2630749,"rl of. Council, I, 383. Huntleye, Sir George. Suit with company, I, 123, 124. Hurd, Edward. Land, II, 91. Patent, II, 412. Hutchinson, Henry. Land, T, 619. Hyde, Nicholas. Council, I, 473. Indian corn, II, 382. Indians, IT, 93, 395. Trade with, I, 493. Maids, I, 485, 496. Ingram, Sir Arthur, II, 120, 138, 162. Sole importation of tobacco, II, 36. Instructions. To the company from Ki",seed_unreviewed,source language; never normalize to a single polity
IM00158,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2630771,". Huntleye, Sir George. Suit with company, I, 123, 124. Hurd, Edward. Land, II, 91. Patent, II, 412. Hutchinson, Henry. Land, T, 619. Hyde, Nicholas. Council, I, 473. Indian corn, II, 382. Indians, IT, 93, 395. Trade with, I, 493. Maids, I, 485, 496. Ingram, Sir Arthur, II, 120, 138, 162. Sole importation of tobacco, II, 36. Instructions. To the company from King, I, 222. To Berkeley",seed_unreviewed,source language; never normalize to a single polity
IM00159,Indian,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2660320,"ry, Earl of Northumberland Land, II, 122. Tobacco for, II, 122. Perkins, Sir Christopher, IT, 79. Perkins, Works, I, 421. Perry, Richard. Land, I, 534. Patent, I, 534. Perry, William (Indian). Petition to king, II, 519. To be aided by roll, H, 532. INDEX Petitions, I, 153, 156, 162, 245. Committee on, II, 118. Committee to consider methods of, II, 111. Report, II, 117. To be",seed_unreviewed,source language; never normalize to a single polity
IM00160,Indian,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2689560,"6-49. Committee, I, 374. Court, I, 591, 592. Desire petition to Parliament, I, 443. Discovery of, I, 47-49. Error in court book, I, 430. Freedom from customs, I, 282. Governor for, II, 464. Indian maids, I, 485, 496; II, 35. Land in Virginia, I, 425, 430, 492, 582; II, 158-159. Orders and Consiitutions, I, 152. [combined_page=1247] INDEX Somers Islande—Continued. Orders omitted fr",seed_unreviewed,source language; never normalize to a single polity
IM00161,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2700924,"41, 143, 144, ; Trade. Commission for, I, 548. Custom of, II, 325-326, Freedom guaranteed company, IT, 325-896. Freedom in Virginia, I, 241, To be argued, I, 278. Granted, I, 294, 303, With Indians, IT, 52. See also Magazine. Tradesmen. For college land, I, 234, Treasurer, Lord, I, 633. [combined_page=1252] 604 Trevor, Sir John, jr. Land, II, 279, 295. Trevor, Sir John, sr. Land",seed_unreviewed,source language; never normalize to a single polity
IM00162,Indian,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2712207,"Nominated for treasurer by king, II, 28. Proposition in place of tobacco contract, I, 312. Winne, Edmund. Patent, II, 20, 32. ‘Women, I, 391. Cared for, I, 428. Charge for sending, I, 256. Indian maids, I, 485, 496. Joint stock for sending to colony, I, 515, 566. To be sent, I, 256, 269. Wood, ——,, I, 420. Wood, Abrose. Land transferred, I, 630. Wood, John, I, 402. Wood, Phillip. La",seed_unreviewed,source language; never normalize to a single polity
IM00163,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2725894,"hority to a British colony. Source material for the history of the company through the year 1622 is presented in this volume. March 22, 1622, saw the frightful massacre of colonists by the Indians. The story of that tragedy, the efforts for recovery, and the beginning of the reestablished colony conclude this volume. The editor wishes to make acknowledgment to Prof. J. Franklin Jame",seed_unreviewed,source language; never normalize to a single polity
IM00164,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2757519,"Master of the Rolls (Sir Caesar). December 9, 1622___-.-----------------+---------- Governor and Council in Virginia. Proclamation. December 10, John Martin. “The Manner Howe to Bringe the Indians into Subiection.” December 15, 1622.._-.-..-------------------- Jobn Martin. How Virginia may be made a Royal Plantation. MER Feeney oy ead Um sapere I ar OL pee eee ae: Page 658 658 659 6",seed_unreviewed,source language; never normalize to a single polity
IM00165,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2763595,"ly vpon y° worst way, least he should haue none, to prosecute y* ' The manuscript is so torn as to be illegible. ?See note at the end of the document. [combined_page=1280] BEFORE 1609 3 Indians as Barbar’s, and therby Naturally slaues. When after 50 yeares his Fryars declyn’d him from y* seuere and vnIust course, and he labourd by men of all learninge to prouide himselfe of a more",seed_unreviewed,source language; never normalize to a single polity
IM00166,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2763880,"from y* seuere and vnIust course, and he labourd by men of all learninge to prouide himselfe of a more acceptable title, all y° reasons, w"" were prepard to him, by men of discourse, from y® Indians transgressing y® Law of Nature; from his [ciuilians] for their denying com- merce: from his Canonists, by y° Donation: and from his Deuines, by preparation of religion, were so incohcerent",seed_unreviewed,source language; never normalize to a single polity
IM00167,Indian,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2794167,"onehorn Ohonahorn seated where the Riuer of Choanocki devideth***® ; it self into three braunches and falleth into the sea of Rawnocke in thirtie ae fiue degrees this place if you seeke by Indian guides from James forte to Winocke Winocke by water, from thence to Manqueocke, some twenty miles from Le thence to Caththega, as much and from thence to Oconahoen you shall Oconahoen finde",seed_unreviewed,source language; never normalize to a single polity
IM00168,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2802055,"per and Furres called Gataa Cataaneon that trade and discouery wilbe to greate purpose, yf it may be setled yearely: 22 Such trade as you shall finde necessary or pfitable for you with the Indians you shall endeauour to drawe them to seeke of you and to bringe their Comiodities into yo’ forte wh will greatly ease the imployment of many men, and this you may bringe to passe by seeming",seed_unreviewed,source language; never normalize to a single polity
IM00169,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2827119,"gues from our owne Bay) newly discovered since his Lp’s coffiing heither, from whence wee pmise our selues many commodities both of fish from the Bay, for our Colour, and from the tractable Indians of that place (of whome wee have made already some tryall) both Corne, furres &e. And (Hono?” 8"") I have by theis few yet troublesome Lines given you the accompt & truth of what wee know a",seed_unreviewed,source language; never normalize to a single polity
IM00170,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2920119,"ys Knight deliuer these. [Indorsed:] Mt John Rolph From Virginia, To St Edwin Sandys 8 June: 1617 Their iournie to Virginia. Good estate of the Colonie. Store of Cattle & ploughs. The Indians loving: & will part w"" their child’n. Their Comfort of his son, He left at Plimmouth w*t 8"" Lewes Stukeley. Desireth the Stipend may be continued to him. Prayeth a place of command & land",seed_unreviewed,source language; never normalize to a single polity
IM00171,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2922443,". Parpons To GEORGE WHITE, ARTHUR Epwarpbs, AND Henry Potrrer OcroBER 20, 1617 For Reference, See No. XXII List of Records No. 42 [53] pardons Geo. White pardoned for runing away to y*® Indians with his arms & ammunition which facts deserve death according to y® express articles & laws of this Colony in that case provided and established and for w™ offences he stands liable to y*",seed_unreviewed,source language; never normalize to a single polity
IM00172,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2922841,"a marshalls Court. under Seal Colony 20. 8° 1617. Anth® Edwards for Stealing a prisoner woman, for w° he was liable to Censure marshalls Court Henry potter for Stealing a Calf & running to Indians. death t the others y* same crimes XXVIII. Governor ARGALL. CoMMISsIONS OctoBEr 20, 1617 (?) For Reference, See No. XXIII List of Records No. 43 [54]Sev' Comissions to trade to y* N° pa",seed_unreviewed,source language; never normalize to a single polity
IM00173,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2929814,"rds No. 57 Warrants To 3 or 4 to Exam? witnesses & report to y® Gov"" To M® of Ships not to let their sailors go ashore or talk with y® people at Kiquoughtan To Some persons to trade with Indians To the Ranger of y° forest at Kigoton to take up Indians. Spyes or hogstealers contrary to Articles of peace. XL. A Comptetrs List in ALPHABETICAL ORDER or THE “ADVENTURERS To VIRGINIA,”",seed_unreviewed,source language; never normalize to a single polity
IM00174,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2929872,"to y® Gov"" To M® of Ships not to let their sailors go ashore or talk with y® people at Kiquoughtan To Some persons to trade with Indians To the Ranger of y° forest at Kigoton to take up Indians. Spyes or hogstealers contrary to Articles of peace. XL. A Comptetrs List in ALPHABETICAL ORDER or THE “ADVENTURERS To VIRGINIA,” WITH THE SEVERAL AMOUNTS oF THEIR Horptna' 1618(?)? Manc",seed_unreviewed,source language; never normalize to a single polity
IM00175,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2956012,"s. Ship Carpenters are controuled to serve without y* wages agreed for, all artificers sent upon wages he undertakes to pay here. Corn dont ans"" his expectaton desires but 50 men to be sent Indians so poor cant pay their debts & tribute pohawtan goes from place to place visiting his Country taking his pleasure in good friendship w' us laments his daughters death but glad her child is",seed_unreviewed,source language; never normalize to a single polity
IM00176,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2956660,"hath planted mulbery trees. mr’ Lambert has found out that Tob° cures better on lines than in heaps and desires lines be sent. last summer a great mortality among us, far greater among the Indians and a morrain amongst the deer. desire ord™ for m' Wickham & mt"" Maycock a Camb. Schollar and a person to read to m* Wick™ (his eyes being dim) desires another Govt to be sent all desire Th",seed_unreviewed,source language; never normalize to a single polity
IM00177,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,2958417,"XLV. Governor ArGatt, Proc LaMations or Epicts May 18, 1618 For Reference, See No. XXIII List of Records No. 75 Agt private Trucking with Savages & pulling down pallisadoes Ag‘ teaching Indians to shoot wt® guns on pain of death to learner & teacher and how to hunt deer or hogs without Gov™ leave to go armed to Church & to work, keep watch Hoggs in Ja. Town 2! time forfeit to Col",seed_unreviewed,source language; never normalize to a single polity
IM00178,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,3041556,". H. [or H.] I assure you is not smale, I am now removed thether and my eye shall be ever pisent. The Spirituall vine you speake of will not so sodaynly be planted as it may be desired, the Indians being very loath vpon any tearmes to part with theire children, the best course I could devise herein to draw the people in to live amongst vs, was that Opachankeno would apoynt and Cuse ou",seed_unreviewed,source language; never normalize to a single polity
IM00179,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,3099537,"ghe, Gent. (as the said Thomas Davis deposed upon oathe,) that they had made a harde voiage, had they not mett with a Canoa coming out of a creeke where their shallop could not goe. For the Indians refusing to sell their Corne, those of the shallop entered the Canoa with their armes and tooke it by force, measuring out the eorne with a baskett they had into the Shallop and (as the sai",seed_unreviewed,source language; never normalize to a single polity
IM00180,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,3100578,"also ordered by tlie Assembly the same day in case Captaine Martin and the ging of his shallop would not thoroughly answere an accusation of an outrage committed gainst a certaine Conoa of Indians in the haye, that then it was thought reason (his Patent notwithstanding, the authority whereof he had in that case abused) he should from henceforth take leave of the Governour as other me",seed_unreviewed,source language; never normalize to a single polity
IM00181,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,3109212,"rein subject to exception, only the Governors particular opinion to my selfe in private hathe bene as touching a clause in the thirde booke, that in these doubtfull times between us and the Indians, it would behoove us not to make as lardge distances between Plantation as ten miles, but for our more strength ande security to drawe nearer together. At the same time, there remaining no",seed_unreviewed,source language; never normalize to a single polity
IM00182,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,3113117,"t (his Patent notwithstanding) whensoever he should send in to the baye to trade, he would be contente to putt in security to the Governour for the good behaviour of his people towardes the Indians. It was at the same time further ordered by the Assembly that the Speaker, in their names, should (as he nowe doth) humbly demaunde of the Treas- urer, Counsell and Company an exposition o",seed_unreviewed,source language; never normalize to a single polity
IM00183,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,3115980,"land to my lo: la warre, Captain Argall and Sir George Yeardley, knight. By this present General Assembly be it enacted that no injury or oppres- sion be wrought by the English against the Indians whereby the present peace might be disturbed and antient quarrells might be revived. And farther be it ordained that the Chicohomini are not to be excepted out of this lawe; untill either t",seed_unreviewed,source language; never normalize to a single polity
IM00184,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,3118186,"ccording to his owne apparell, if he be married, aceording to his owne and his wives, or either of their apparell. As touching the instruction of drawing some of the better disposed of the Indians to converse with our people and to live and labour amongst them, the Assembly who knowe well their dispositions thinke it fitte to enjoin, least to counsell those of the Colony, neither utt",seed_unreviewed,source language; never normalize to a single polity
IM00185,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,3119149,"em to lodge in aparte by themselves, and lone inhabitants by no meanes to entertain them. Be it enacted by this present assembly that for laying a surer foundation of the conversion of the Indians to Christian Religion, eache towne, citty, Borrough, and particular plantation do obtaine unto themselves by just means a certine number of the natives’ children to be educated by [combine",seed_unreviewed,source language; never normalize to a single polity
IM00186,Indian,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,3121147,"ity, may farther be in- creased. And whosoever do faill in the performance of this shalbe subject to the punishment of the Governour and Counsell of Estate. For hempe also both English and Indian and for English flax and Anniseeds, we do require and enjoine all householders of this Colony that have any of those seeds to make tryal thereof the nexte season. Moreover be it enacted by",seed_unreviewed,source language; never normalize to a single polity
IM00187,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,3130614,"sse the laste and finall consente of the General Assembly. A thirde sorte of lawes, suche as may issue out of every man’s private conceipte. It shalbe free for every man to trade with the Indians, servants onely excepted, upon paine of whipping, unless the Mr. will redeeme it off with the payment of an Angell, one-fourth parte whereof to go to the Provost Marshall one fourth parte t",seed_unreviewed,source language; never normalize to a single polity
IM00188,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,3130955,"go to the Provost Marshall one fourth parte to the discoverer, and the other moyty to the publique uses of the Incorporation. That no man doe sell or give any of the greatter howes to the Indians, or any English dog of quality, as a mastive, greyhound, bloodhounde, lande or water spaniel, or any other dog or bitche whatsoever, of the Englishe race, upon paine of forfaiting 5s sterli",seed_unreviewed,source language; never normalize to a single polity
IM00189,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,3131251,"ny other dog or bitche whatsoever, of the Englishe race, upon paine of forfaiting 5s sterling to the publique uses of the Incor- poration where he dwelleth. That no man do sell or give any Indians any piece shott or poulder, or any other armes, offensive or defensive upon paine of being held a [combined_page=1450] JULY 80, 31, AUGUST 2, 3, 4, 1619 Tl Traytour to the Colony, and of",seed_unreviewed,source language; never normalize to a single polity
IM00190,Indian,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,3131929,"place acquainted therwith, upon paine of paying twenty shillings to the publique uses of the same Incorporation where the party delinquent dwelleth. That no man shall purposely goe to any Indian townes, habitations or places or resortes without leave from the Governor or comaunder of that place wher he liveth, upon paine of paying 40s to publique uses as aforesaid. That no man liv",seed_unreviewed,source language; never normalize to a single polity
IM00191,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,3133987,"r canoas without leave from the owner shalbe helde and esteemed as a felon and so proceeded againste; tho hee that shall take away by violence or stelth any canoas or other thinges from the Indians shall make valuable restitution to the said Indians, and shall forfaict, if he be a freeholder, five pound; if a servant, 40s, or endure a whipping; and anything under the value of 13d shal",seed_unreviewed,source language; never normalize to a single polity
IM00192,Indians,Indian,COLONIAL_UMBRELLA_LABEL,colonial_umbrella,allFourVCLCombinedPerPage.json,3134039,"nd esteemed as a felon and so proceeded againste; tho hee that shall take away by violence or stelth any canoas or other thinges from the Indians shall make valuable restitution to the said Indians, and shall forfaict, if he be a freeholder, five pound; if a servant, 40s, or endure a whipping; and anything under the value of 13d shall be accounted Petty larcency. All ministers shall",seed_unreviewed,source language; never normalize to a single polity
