candidate_id,mention,canonical_candidate,entity_type_suggestion,group_suggestion,mention_count,first_document_date,source_file,annotation_status,review_note
PC00207,Francis Wyatt,,PERSON,Virginia_Company_or_colonial_unverified,3,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00208,Hening,,PERSON,Virginia_Company_or_colonial_unverified,3,"April 8, 1815",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00209,Henry Mansell,,PERSON,Virginia_Company_or_colonial_unverified,3,"JANUARY 30, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00210,Henry Rainsford,,PERSON,Virginia_Company_or_colonial_unverified,3,"MAY 2, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00211,Herbert,,PERSON,Virginia_Company_or_colonial_unverified,3,"APRIL 12, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00212,Hugh P. Taylor,,PERSON,Virginia_Company_or_colonial_unverified,3,"October 4, 1825",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00213,Jadwin,,PERSON,Virginia_Company_or_colonial_unverified,3,"FEBRUARY 13, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00214,John Banoeil,,PERSON,Virginia_Company_or_colonial_unverified,3,"June 22, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00215,John Brinsley,,PERSON,Virginia_Company_or_colonial_unverified,3,"June 22, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00216,John Carter Brown,,PERSON,Virginia_Company_or_colonial_unverified,3,"June 22, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00217,John De Clark,,PERSON,Virginia_Company_or_colonial_unverified,3,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00218,John Donne,,PERSON,Virginia_Company_or_colonial_unverified,3,"June 22, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00219,John Donne’s Sermon,,PERSON,Virginia_Company_or_colonial_unverified,3,"June 22, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00220,John Ferrar,,PERSON,Virginia_Company_or_colonial_unverified,3,"MAY 2, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00221,John] Randolph,,PERSON,Virginia_Company_or_colonial_unverified,3,"October 4, 1825",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00222,Johnson,,PERSON,Virginia_Company_or_colonial_unverified,3,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00223,Kightley,,PERSON,Virginia_Company_or_colonial_unverified,3,"JANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00224,Lady Dale,,PERSON,Virginia_Company_or_colonial_unverified,3,"JUNE 11, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00225,Lefferts,,PERSON,Virginia_Company_or_colonial_unverified,3,"May 17, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00226,Leuer,,PERSON,Virginia_Company_or_colonial_unverified,3,"NOVEMBER 14, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00227,Mansell,,PERSON,Virginia_Company_or_colonial_unverified,3,"JANUARY 30, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00228,Melling,,PERSON,Virginia_Company_or_colonial_unverified,3,"MAY 2, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00229,Moone,,PERSON,Virginia_Company_or_colonial_unverified,3,"APRIL 12, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00230,Newland,,PERSON,Virginia_Company_or_colonial_unverified,3,"APRIL 30, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00231,Padgett,,PERSON,Virginia_Company_or_colonial_unverified,3,"SANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00232,Palmer,,PERSON,Virginia_Company_or_colonial_unverified,3,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00233,Patrick Copland’s,,PERSON,Virginia_Company_or_colonial_unverified,3,"June 22, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00234,Pountis,,PERSON,Virginia_Company_or_colonial_unverified,3,"NOVEMBER 14, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00235,Richard Bulkley,,PERSON,Virginia_Company_or_colonial_unverified,3,"APRIL 12, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00236,Richard Bull,,PERSON,Virginia_Company_or_colonial_unverified,3,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00237,Robert Smith,,PERSON,Virginia_Company_or_colonial_unverified,3,"MAY 2, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00238,Roger Smith,,PERSON,Virginia_Company_or_colonial_unverified,3,"DECEMBER 13, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00239,Rolfe,,PERSON,Virginia_Company_or_colonial_unverified,3,"APRIL 30, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00240,Seaward,,PERSON,Virginia_Company_or_colonial_unverified,3,"JANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00241,Sparrowe,,PERSON,Virginia_Company_or_colonial_unverified,3,"JANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00242,Swaine,,PERSON,Virginia_Company_or_colonial_unverified,3,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00243,the Earl of Southampton,,PERSON,Virginia_Company_or_colonial_unverified,3,"June 22, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00244,Thomas Smith,,PERSON,Virginia_Company_or_colonial_unverified,3,"October 30, 1605",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00245,Thorpe,,PERSON,Virginia_Company_or_colonial_unverified,3,"JUNE 11, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00246,Waterhowse,,PERSON,Virginia_Company_or_colonial_unverified,3,"NOVEMBER 14, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00247,William Stith,,PERSON,Virginia_Company_or_colonial_unverified,3,"October 4, 1825",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00248,Zane,,PERSON,Virginia_Company_or_colonial_unverified,3,"October 4, 1825",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00249,Abraham Chamberlin,,PERSON,Virginia_Company_or_colonial_unverified,2,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00250,Alexander Morrison,,PERSON,Virginia_Company_or_colonial_unverified,2,"May 7, 1815",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00251,Anthony Ireby,,PERSON,Virginia_Company_or_colonial_unverified,2,"FEBRUARY 13, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00252,Articles,,PERSON,Virginia_Company_or_colonial_unverified,2,"JUNE 11, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00253,Ashes,,PERSON,Virginia_Company_or_colonial_unverified,2,"JANUARY 30, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00254,Attorney,,PERSON,Virginia_Company_or_colonial_unverified,2,"APRIL 12, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00255,Ayer,,PERSON,Virginia_Company_or_colonial_unverified,2,"May 17, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00256,Balmford,,PERSON,Virginia_Company_or_colonial_unverified,2,"DECEMBER 19, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00257,Bargraue,,PERSON,Virginia_Company_or_colonial_unverified,2,"MAY 2, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00258,Bargrave,,PERSON,Virginia_Company_or_colonial_unverified,2,"JULY 27, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00259,Barkham,,PERSON,Virginia_Company_or_colonial_unverified,2,"APRIL 10, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00260,Baynam,,PERSON,Virginia_Company_or_colonial_unverified,2,"JULY 24, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00261,Ber Seo,,PERSON,Virginia_Company_or_colonial_unverified,2,"May 20, 1700",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00262,Berblock,,PERSON,Virginia_Company_or_colonial_unverified,2,"MAY 2, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00263,Berblocke,,PERSON,Virginia_Company_or_colonial_unverified,2,"NOVEMBER 14, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00264,Bernard Quaritch,,PERSON,Virginia_Company_or_colonial_unverified,2,"September 30, 1619",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00265,Bishops,,PERSON,Virginia_Company_or_colonial_unverified,2,"JUNE 13, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00266,Blande,,PERSON,Virginia_Company_or_colonial_unverified,2,"JULY 24, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00267,Blany,,PERSON,Virginia_Company_or_colonial_unverified,2,"JULY 16, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00268,Bohune,,PERSON,Virginia_Company_or_colonial_unverified,2,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00269,Bonnell,,PERSON,Virginia_Company_or_colonial_unverified,2,"APRIL 30, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00270,Boothby,,PERSON,Virginia_Company_or_colonial_unverified,2,"APRIL 30, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00271,Bromefield,,PERSON,Virginia_Company_or_colonial_unverified,2,"JANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00272,Burk,,PERSON,Virginia_Company_or_colonial_unverified,2,"April 8, 1815",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00273,Capps,,PERSON,Virginia_Company_or_colonial_unverified,2,"APRIL 30, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00274,Carey,,PERSON,Virginia_Company_or_colonial_unverified,2,"NOVEMBER 14, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00275,Challoner,,PERSON,Virginia_Company_or_colonial_unverified,2,"NOVEMBER 19, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00276,Charles Campbell,,PERSON,Virginia_Company_or_colonial_unverified,2,"December 10, 1746",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00277,Christopher Newport,,PERSON,Virginia_Company_or_colonial_unverified,2,"February 18, 1609",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00278,Citie,,PERSON,Virginia_Company_or_colonial_unverified,2,"JUNE 11, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00279,Cleyborne,,PERSON,Virginia_Company_or_colonial_unverified,2,"JUNE 11, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00280,Combe,,PERSON,Virginia_Company_or_colonial_unverified,2,"JANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00281,Copeland,,PERSON,Virginia_Company_or_colonial_unverified,2,"FEBRUARY 13, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00282,Cuff,,PERSON,Virginia_Company_or_colonial_unverified,2,"APRIL 12, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00283,Deputie,,PERSON,Virginia_Company_or_colonial_unverified,2,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00284,Deputies,,PERSON,Virginia_Company_or_colonial_unverified,2,"JUNE 18, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00285,Ditchfeild,,PERSON,Virginia_Company_or_colonial_unverified,2,"NOVEMBER 21, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00286,Ditchfield,,PERSON,Virginia_Company_or_colonial_unverified,2,"JANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00287,E. D. Neill,,PERSON,Virginia_Company_or_colonial_unverified,2,"December 10, 1746",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00288,Edw,,PERSON,Virginia_Company_or_colonial_unverified,2,"MAY 2, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00289,Edward,,PERSON,Virginia_Company_or_colonial_unverified,2,"DECEMBER 19, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00290,Edward Lawly,,PERSON,Virginia_Company_or_colonial_unverified,2,"SANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00291,Edward Maria Wingfield,,PERSON,Virginia_Company_or_colonial_unverified,2,"February 18, 1609",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00292,Edward Sharpless,,PERSON,Virginia_Company_or_colonial_unverified,2,"August 6, 1623",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00293,Esqr,,PERSON,Virginia_Company_or_colonial_unverified,2,"January 16, 1795",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00294,Ewens,,PERSON,Virginia_Company_or_colonial_unverified,2,"JUNE 13, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00295,Fordyce M. Hubbard,,PERSON,Virginia_Company_or_colonial_unverified,2,"December 10, 1746",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00296,Francis Harwell,,PERSON,Virginia_Company_or_colonial_unverified,2,"FEBRUARY 13, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00297,George,,PERSON,Virginia_Company_or_colonial_unverified,2,"MARCH 13, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00298,George Percy,,PERSON,Virginia_Company_or_colonial_unverified,2,"February 18, 1609",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00299,George Watterson,,PERSON,Virginia_Company_or_colonial_unverified,2,"May 7, 1815",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00300,Gibbe,,PERSON,Virginia_Company_or_colonial_unverified,2,"JANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00301,Gooch,,PERSON,Virginia_Company_or_colonial_unverified,2,"August 6, 1623",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00302,Gookin,,PERSON,Virginia_Company_or_colonial_unverified,2,"JULY 2, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00303,Governour,,PERSON,Virginia_Company_or_colonial_unverified,2,"APRIL 30, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00304,Harte,,PERSON,Virginia_Company_or_colonial_unverified,2,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00305,Henry Rolfe,,PERSON,Virginia_Company_or_colonial_unverified,2,"APRIL 30, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00306,Henry Southey,,PERSON,Virginia_Company_or_colonial_unverified,2,"JANUARY 16, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00307,Honourable Privy Counsell,,PERSON,Virginia_Company_or_colonial_unverified,2,"OCTOBER 24, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00308,Hugh Blair Grigsby,,PERSON,Virginia_Company_or_colonial_unverified,2,"December 10, 1746",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00309,Iohn Smyth,,PERSON,Virginia_Company_or_colonial_unverified,2,"APRIL 12, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00310,Iohn Wolstenholme,,PERSON,Virginia_Company_or_colonial_unverified,2,"FEBRUARY 13, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00311,Iohn Wroth,,PERSON,Virginia_Company_or_colonial_unverified,2,"MAY 2, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00312,J. S. Bassett,,PERSON,Virginia_Company_or_colonial_unverified,2,"January 16, 1795",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00313,J[ohn] W[ingate] T[hornton,,PERSON,Virginia_Company_or_colonial_unverified,2,"December 10, 1746",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00314,Jermyn,,PERSON,Virginia_Company_or_colonial_unverified,2,"FEBRUARY 27, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00315,Jermyns Chamber,,PERSON,Virginia_Company_or_colonial_unverified,2,"FEBRUARY 27, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00316,John Smyth,,PERSON,Virginia_Company_or_colonial_unverified,2,"September 30, 1619",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00317,John Sotherne,,PERSON,Virginia_Company_or_colonial_unverified,2,"August 6, 1623",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00318,John Wroth,,PERSON,Virginia_Company_or_colonial_unverified,2,"SANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00319,Keeper,,PERSON,Virginia_Company_or_colonial_unverified,2,"JANUARY 30, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00320,Keepers,,PERSON,Virginia_Company_or_colonial_unverified,2,"DECEMBER 19, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00321,Keightley,,PERSON,Virginia_Company_or_colonial_unverified,2,"JUNE 13, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00322,Keightly,,PERSON,Virginia_Company_or_colonial_unverified,2,"APRIL 12, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00323,Lawarr,,PERSON,Virginia_Company_or_colonial_unverified,2,"April 28, 1613",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00324,Lawrence,,PERSON,Virginia_Company_or_colonial_unverified,2,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00325,Leat,,PERSON,Virginia_Company_or_colonial_unverified,2,"JANUARY 28, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00326,LIBRARY,,PERSON,Virginia_Company_or_colonial_unverified,2,"September 30, 1619",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00327,Lyon G. Tyler,,PERSON,Virginia_Company_or_colonial_unverified,2,"December 10, 1746",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00328,Ma,,PERSON,Virginia_Company_or_colonial_unverified,2,"MAY 2, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00329,Magdalene College,,PERSON,Virginia_Company_or_colonial_unverified,2,"April 21, 1623",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00330,Majestie,,PERSON,Virginia_Company_or_colonial_unverified,2,"November 20, 1606",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00331,Mathewe,,PERSON,Virginia_Company_or_colonial_unverified,2,"MAY 2, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00332,Messenger,,PERSON,Virginia_Company_or_colonial_unverified,2,"JANUARY 30, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00333,Milligan,,PERSON,Virginia_Company_or_colonial_unverified,2,"May 7, 1815",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00334,Miscellaneous Pamphlets,,PERSON,Virginia_Company_or_colonial_unverified,2,"May 20, 1700",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00335,Moorer,,PERSON,Virginia_Company_or_colonial_unverified,2,"MAY 8, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00336,Morewood,,PERSON,Virginia_Company_or_colonial_unverified,2,"NOVEMBER 21, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00337,Nelson,,PERSON,Virginia_Company_or_colonial_unverified,2,"May 7, 1815",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00338,Nicholas Tufton,,PERSON,Virginia_Company_or_colonial_unverified,2,"SANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00339,Paulavicine,,PERSON,Virginia_Company_or_colonial_unverified,2,"NOVEMBER 21, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00340,Pollington,,PERSON,Virginia_Company_or_colonial_unverified,2,"JULY 24, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00341,Pott,,PERSON,Virginia_Company_or_colonial_unverified,2,"JULY 24, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00342,Publick Speeches,,PERSON,Virginia_Company_or_colonial_unverified,2,"May 7, 1815",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00343,Raph Hamer,,PERSON,Virginia_Company_or_colonial_unverified,2,"MARCH 13, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00344,Richard Bland’s,,PERSON,Virginia_Company_or_colonial_unverified,2,"May 7, 1815",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00345,Richard Worsley,,PERSON,Virginia_Company_or_colonial_unverified,2,"MAY 2, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00346,Risely,,PERSON,Virginia_Company_or_colonial_unverified,2,"NOVEMBER 14, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00347,Robert C. Howison,,PERSON,Virginia_Company_or_colonial_unverified,2,"December 10, 1746",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00348,Robert Peasly,,PERSON,Virginia_Company_or_colonial_unverified,2,"MAY 8, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00349,Roberté,,PERSON,Virginia_Company_or_colonial_unverified,2,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00350,Roll A. 42,,PERSON,Virginia_Company_or_colonial_unverified,2,"December 10, 1746",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00351,Rugles,,PERSON,Virginia_Company_or_colonial_unverified,2,"APRIL 30, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00352,Samuell Sandys,,PERSON,Virginia_Company_or_colonial_unverified,2,"SANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
